Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A686193,,08/18/2014 01:08:00 PM,08/18/2014 01:08:00 PM,9110 Fm 812 in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,,08/18/2014 02:25:00 PM,08/18/2014 02:25:00 PM,08/03/2014,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A694124,*Logan,12/20/2014 04:03:00 PM,12/20/2014 04:03:00 PM,6103 Lotus Ln in Austin (TX),Stray,Sick,Dog,Neutered Male,10 years,Australian Shepherd Mix,Black/Brown,*Logan,12/31/2014 01:20:00 PM,12/31/2014 01:20:00 PM,12/20/2004,Dog,Neutered Male,10 years,Australian Shepherd Mix,Black/Brown,0.0
A775830,China,07/05/2018 12:12:00 PM,07/05/2018 12:12:00 PM,4729 Randig Lane in Travis (TX),Stray,Normal,Dog,Intact Female,9 months,Chihuahua Shorthair Mix,Brown,China,07/05/2018 04:43:00 PM,07/05/2018 04:43:00 PM,09/05/2017,Dog,Intact Female,9 months,Chihuahua Shorthair Mix,Brown,0.0
A802197,,08/15/2019 11:16:00 AM,08/15/2019 11:16:00 AM,15101 Diamondleaf Cove in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Miniature Poodle,Black,,08/16/2019 02:13:00 PM,08/16/2019 02:13:00 PM,08/15/2014,Dog,Intact Female,5 years,Miniature Poodle,Black,0.0
A682132,,06/24/2014 04:27:00 PM,06/24/2014 04:27:00 PM,Ben White/Manchaca in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,06/24/2014 07:15:00 PM,06/24/2014 07:15:00 PM,06/02/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A788684,Champ,02/08/2019 03:54:00 PM,02/08/2019 03:54:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Tan,Champ,02/15/2019 03:03:00 PM,02/15/2019 03:03:00 PM,08/06/2017,Dog,Intact Male,1 year,Pit Bull Mix,Tan,0.0
A697791,*Nord,02/28/2015 02:10:00 PM,02/28/2015 02:10:00 PM,2110 Thrasher Ln in Austin (TX),Stray,Normal,Cat,Intact Male,6 days,Domestic Shorthair Mix,Brown Tabby/White,*Nord,04/25/2015 06:05:00 PM,04/25/2015 06:05:00 PM,02/22/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A804418,*Nabisco,09/14/2019 02:00:00 PM,09/14/2019 02:00:00 PM,Highway 183 And Lakeline Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pointer,Black/White,*Nabisco,10/02/2019 01:52:00 PM,10/02/2019 01:52:00 PM,01/14/2019,Dog,Intact Male,8 months,Pointer,Black/White,0.0
A693538,,12/10/2014 10:35:00 AM,12/10/2014 10:35:00 AM,4900 E Howard Ln in Manor (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,German Shepherd Mix,Black/Brown,,12/12/2014 11:07:00 AM,12/12/2014 11:07:00 AM,10/14/2014,Dog,Spayed Female,1 month,German Shepherd Mix,Black/Brown,0.0
A678488,,05/09/2014 01:35:00 PM,05/09/2014 01:35:00 PM,Heflin Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,05/09/2014 03:26:00 PM,05/09/2014 03:26:00 PM,04/17/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A725216,Taylor,05/12/2016 04:55:00 PM,05/12/2016 04:55:00 PM,Delta Post Dr And Arizona Oak Ln in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan/White,Taylor,05/14/2016 06:03:00 PM,05/14/2016 06:03:00 PM,04/26/2013,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White,0.0
A736163,,10/05/2016 05:34:00 PM,10/05/2016 05:34:00 PM,South First in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Brown Tabby/White,,10/05/2016 05:37:00 PM,10/05/2016 05:37:00 PM,08/05/2016,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Brown Tabby/White,0.0
A694163,Guido,12/21/2014 03:55:00 PM,12/21/2014 03:55:00 PM,11911 Tedford St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Podengo Pequeno Mix,Chocolate/White,Guido,12/27/2014 12:30:00 PM,12/27/2014 12:30:00 PM,12/21/2013,Dog,Neutered Male,1 year,Podengo Pequeno Mix,Chocolate/White,0.0
A758423,Blondie,09/16/2017 02:57:00 PM,09/16/2017 02:57:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico,Blondie,09/17/2017 03:52:00 PM,09/17/2017 03:52:00 PM,09/16/2010,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico,0.0
A735681,,09/27/2016 12:27:00 PM,09/27/2016 12:27:00 PM,Dittmar Rd And Lunar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,Black,,09/28/2016 05:19:00 PM,09/28/2016 05:19:00 PM,05/27/2016,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Black,0.0
A810936,*Kurt Russel,12/23/2019 11:52:00 AM,12/23/2019 11:52:00 AM,Garfield Lane And Shreveport Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Golden Retriever Mix,Gold/White,*Kurt Russel,12/30/2019 01:14:00 PM,12/30/2019 01:14:00 PM,12/23/2016,Dog,Intact Male,3 years,Golden Retriever Mix,Gold/White,0.0
A666303,*Monty,10/30/2013 08:59:00 AM,10/30/2013 08:59:00 AM,4494 Frontier Trl in Austin (TX),Stray,Injured,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby/Black,*Monty,12/21/2013 03:42:00 PM,12/21/2013 03:42:00 PM,09/26/2013,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/Black,0.0
A797311,Rosie,06/12/2019 09:14:00 AM,06/12/2019 09:14:00 AM,Webberville And Heflin in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Chihuahua Shorthair Mix,Black/White,Rosie,06/17/2019 06:41:00 PM,06/17/2019 06:41:00 PM,11/12/2018,Dog,Spayed Female,7 months,Chihuahua Shorthair Mix,Black/White,0.0
A688460,,09/19/2014 02:31:00 PM,09/19/2014 02:31:00 PM,5800 Colton Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie,,11/26/2014 04:46:00 PM,11/26/2014 04:46:00 PM,09/03/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,0.0
A685067,Lucy,08/01/2014 04:52:00 PM,08/01/2014 04:52:00 PM,1901 Crossing Place in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,Lucy,08/14/2014 06:45:00 PM,08/14/2014 06:45:00 PM,06/16/2014,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,0.0
A767873,Cookie,07/10/2018 11:59:00 AM,07/10/2018 11:59:00 AM,Del Valle (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Brown,Cookie,07/10/2018 03:17:00 PM,07/10/2018 03:17:00 PM,03/08/2016,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Brown,0.0
A704379,Alex,06/04/2015 11:02:00 AM,06/04/2015 11:02:00 AM,Circle Dr And Hwy 290 in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Tibetan Terrier/Lhasa Apso,Black/White,Alex,06/08/2015 05:05:00 PM,06/08/2015 05:05:00 PM,08/04/2014,Dog,Neutered Male,10 months,Tibetan Terrier/Lhasa Apso,Black/White,0.0
A794255,*Lucy Rose,05/05/2019 07:13:00 PM,05/05/2019 07:13:00 PM,13825 Springheath in Pflugerville (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,*Lucy Rose,06/22/2019 05:03:00 PM,06/22/2019 05:03:00 PM,04/08/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0.0
A782628,,10/18/2018 02:12:00 PM,10/18/2018 02:12:00 PM,409 Treys Way in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Gray Tabby,,10/18/2018 05:22:00 PM,10/18/2018 05:22:00 PM,09/21/2018,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Gray Tabby,0.0
A697450,Maya,02/24/2015 07:36:00 AM,02/24/2015 07:36:00 AM,Eason St /10Th in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Border Collie/Labrador Retriever,Black/White,Maya,02/24/2015 04:32:00 PM,02/24/2015 04:32:00 PM,08/24/2012,Dog,Spayed Female,2 years,Border Collie/Labrador Retriever,Black/White,0.0
A728641,,06/06/2016 03:20:00 PM,06/06/2016 03:20:00 PM,Manchaca Rd And W Dittmar Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,,06/13/2016 02:30:00 PM,06/13/2016 02:30:00 PM,04/21/2016,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0.0
A712280,Chilito,09/20/2015 01:48:00 PM,09/20/2015 01:48:00 PM,8905 Wiley Way in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,West Highland/Cairn Terrier,White/Gray,Chilito,09/23/2015 05:33:00 PM,09/23/2015 05:33:00 PM,11/20/2014,Dog,Neutered Male,10 months,West Highland/Cairn Terrier,White/Gray,0.0
A670088,*Sasha,01/12/2014 11:16:00 AM,01/12/2014 11:16:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Sable,*Sasha,01/13/2014 01:05:00 PM,01/13/2014 01:05:00 PM,01/01/2012,Dog,Spayed Female,2 years,German Shepherd Mix,Sable,0.0
A700882,Sarah,04/21/2015 05:25:00 AM,04/21/2015 05:25:00 AM,9121 Nih35 in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Black,Sarah,05/15/2015 04:45:00 PM,05/15/2015 04:45:00 PM,04/21/2013,Dog,Intact Female,2 years,Labrador Retriever Mix,Black,0.0
A678173,Loki,05/05/2014 02:19:00 PM,05/05/2014 02:19:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Plott Hound Mix,Brown Brindle/White,Loki,05/15/2014 03:46:00 PM,05/15/2014 03:46:00 PM,05/05/2009,Dog,Neutered Male,5 years,Plott Hound Mix,Brown Brindle/White,0.0
A800204,,07/17/2019 06:40:00 PM,07/17/2019 06:40:00 PM,4710 E 5Th St in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Longhair,Torbie,,07/21/2019 11:03:00 AM,07/21/2019 11:03:00 AM,05/17/2019,Cat,Intact Female,2 months,Domestic Longhair,Torbie,1.0
A739717,Billie,12/06/2016 12:56:00 PM,12/06/2016 12:56:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,German Shepherd Mix,Tan/White,Billie,12/24/2016 01:50:00 PM,12/24/2016 01:50:00 PM,12/06/2008,Dog,Spayed Female,8 years,German Shepherd Mix,Tan/White,0.0
A712896,Pumpkinpatch,09/29/2015 04:22:00 PM,09/29/2015 04:22:00 PM,3209 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Torbie/White,Pumpkinpatch,01/07/2016 02:42:00 PM,01/07/2016 02:42:00 PM,09/05/2015,Cat,Spayed Female,4 months,Domestic Medium Hair Mix,Torbie/White,0.0
A788152,Odey,01/27/2019 02:44:00 PM,01/27/2019 02:44:00 PM,1620 Bush Coat Lane in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Basset Hound Mix,Red/White,Odey,01/28/2019 01:40:00 PM,01/28/2019 01:40:00 PM,01/27/2014,Dog,Intact Male,5 years,Basset Hound Mix,Red/White,0.0
A681113,Rocky,06/12/2014 04:54:00 PM,06/12/2014 04:54:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,6 months,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,Rocky,06/24/2014 05:28:00 PM,06/24/2014 05:28:00 PM,11/12/2013,Dog,Neutered Male,7 months,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,0.0
A726839,,05/15/2016 11:41:00 AM,05/15/2016 11:41:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie,,05/24/2016 01:17:00 PM,05/24/2016 01:17:00 PM,04/15/2016,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,0.0
A712906,*Wylie,09/29/2015 06:13:00 PM,09/29/2015 06:13:00 PM,6502 Porter St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Finnish Spitz Mix,Sable,*Wylie,10/13/2015 01:49:00 PM,10/13/2015 01:49:00 PM,09/29/2014,Dog,Spayed Female,1 year,Finnish Spitz Mix,Sable,0.0
A803917,,09/08/2019 01:32:00 PM,09/08/2019 01:32:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,5 days,Labrador Retriever Mix,Black/White,,09/09/2019 01:00:00 PM,09/09/2019 01:00:00 PM,09/03/2019,Dog,Intact Female,6 days,Labrador Retriever Mix,Black/White,0.0
A728361,Carl Sagan,06/02/2016 10:22:00 PM,06/02/2016 10:22:00 PM,301 W 2Nd St in Austin (TX),Stray,Injured,Cat,Intact Male,3 months,Domestic Medium Hair Mix,Black,Carl Sagan,06/08/2016 06:19:00 PM,06/08/2016 06:19:00 PM,03/02/2016,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black,0.0
A785104,Beef,11/26/2018 01:59:00 PM,11/26/2018 01:59:00 PM,3206 East Sixteenth Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Torbie,Beef,12/18/2018 03:12:00 PM,12/18/2018 03:12:00 PM,10/04/2018,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Torbie,0.0
A629175,Chloe,01/13/2017 02:03:00 PM,01/13/2017 02:03:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Labrador Retriever/German Shepherd,Brown/White,Chloe,01/29/2017 04:42:00 PM,01/29/2017 04:42:00 PM,08/06/2011,Dog,Spayed Female,5 years,Labrador Retriever/German Shepherd,Brown/White,0.0
A739666,*Rex,12/05/2016 05:28:00 PM,12/05/2016 05:28:00 PM,Harvey And East 17Th in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Black Mouth Cur Mix,Brown/Black,*Rex,12/18/2016 05:38:00 PM,12/18/2016 05:38:00 PM,02/05/2016,Dog,Neutered Male,10 months,Black Mouth Cur Mix,Brown/Black,0.0
A605654,Nokia,10/23/2014 12:32:00 PM,10/23/2014 12:32:00 PM,Valley Hill Cir And Burton in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White,Nokia,10/26/2014 03:35:00 PM,10/26/2014 03:35:00 PM,12/04/2010,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White,0.0
A758887,Waffle,09/23/2017 02:14:00 PM,09/23/2017 02:14:00 PM,7606 Cognac Cove in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,Waffle,09/29/2017 03:28:00 PM,09/29/2017 03:28:00 PM,08/04/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,0.0
A681575,Sandy,07/12/2014 03:19:00 PM,07/12/2014 03:19:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Tricolor,Sandy,07/13/2014 02:26:00 PM,07/13/2014 02:26:00 PM,05/13/2014,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Tricolor,0.0
A672808,Barack,02/17/2014 01:59:00 PM,02/17/2014 01:59:00 PM,S 1St And Wm Cannon in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Border Collie Mix,Black/White,Barack,02/21/2014 05:26:00 PM,02/21/2014 05:26:00 PM,12/17/2013,Dog,Neutered Male,2 months,Border Collie Mix,Black/White,0.0
A691613,*Kasey,11/07/2014 01:19:00 PM,11/07/2014 01:19:00 PM,1301 Mopac in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair Mix,Gray Tabby/White,*Kasey,11/21/2014 04:04:00 PM,11/21/2014 04:04:00 PM,09/07/2014,Cat,Intact Female,2 months,Domestic Shorthair Mix,Gray Tabby/White,1.0
A768859,*Tommy,03/26/2018 01:03:00 PM,03/26/2018 01:03:00 PM,400 Grove Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Great Pyrenees Mix,Brown/Tricolor,*Tommy,04/11/2018 04:21:00 PM,04/11/2018 04:21:00 PM,01/14/2018,Dog,Intact Male,2 months,Great Pyrenees Mix,Brown/Tricolor,0.0
A809303,,11/22/2019 01:56:00 PM,11/22/2019 01:56:00 PM,Travis (TX),Public Assist,Normal,Bird,Unknown,6 months,Canary,Yellow,,11/25/2019 06:02:00 PM,11/25/2019 06:02:00 PM,05/22/2019,Bird,Unknown,6 months,Canary,Yellow,0.0
A578153,Bella,11/13/2018 08:34:00 PM,11/13/2018 08:34:00 PM,Remington And Thunderhead in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Queensland Heeler/Labrador Retriever,Black/Tan,Bella,11/16/2018 03:54:00 PM,11/16/2018 03:54:00 PM,05/05/2010,Dog,Spayed Female,8 years,Queensland Heeler/Labrador Retriever,Black/Tan,0.0
A723113,Si,03/26/2016 06:38:00 PM,03/26/2016 06:38:00 PM,10301 Fm 2222 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Rat Terrier Mix,Black/Brown,Si,03/27/2016 06:42:00 PM,03/27/2016 06:42:00 PM,03/26/2014,Dog,Neutered Male,2 years,Rat Terrier Mix,Black/Brown,0.0
A767032,*Ducky,02/21/2018 03:28:00 PM,02/21/2018 03:28:00 PM,Rundburg And Ih35 in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Dalmatian Mix,White/Black,*Ducky,03/13/2018 11:52:00 AM,03/13/2018 11:52:00 AM,04/21/2017,Dog,Neutered Male,10 months,Dalmatian Mix,White/Black,0.0
A707413,Scout,07/12/2015 02:53:00 PM,07/12/2015 02:53:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pharaoh Hound Mix,Brown,Scout,07/24/2015 01:06:00 PM,07/24/2015 01:06:00 PM,07/01/2014,Dog,Spayed Female,1 year,Pharaoh Hound Mix,Brown,0.0
A691111,Ruby,10/30/2014 11:10:00 AM,10/30/2014 11:10:00 AM,Lakeway (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Miniature Schnauzer Mix,Gray,Ruby,11/02/2014 11:40:00 AM,11/02/2014 11:40:00 AM,10/30/2012,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Gray,0.0
A685277,*Cashew,08/05/2014 11:05:00 AM,08/05/2014 11:05:00 AM,6303 Huntleigh Way in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby/White,*Cashew,08/12/2014 03:32:00 PM,08/12/2014 03:32:00 PM,07/07/2014,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,0.0
A617061,Pumpkin,08/30/2014 12:31:00 PM,08/30/2014 12:31:00 PM,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Orange Tabby,Pumpkin,09/04/2014 09:57:00 AM,09/04/2014 09:57:00 AM,08/02/2011,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Orange Tabby,1.0
A728817,,06/08/2016 08:04:00 PM,06/08/2016 08:04:00 PM,8313 Cobblestone in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat Mix,Red,,06/09/2016 09:14:00 AM,06/09/2016 09:14:00 AM,05/08/2016,Other,Unknown,4 weeks,Bat Mix,Red,1.0
A682520,,06/28/2014 09:24:00 PM,06/28/2014 09:24:00 PM,7506 Compass Dr in Travis (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,,06/29/2014 02:25:00 PM,06/29/2014 02:25:00 PM,05/28/2014,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,0.0
A769116,,03/30/2018 02:44:00 PM,03/30/2018 02:44:00 PM,Pond Springs Road And Highway 183 in Austin (TX),Stray,Normal,Cat,Intact Female,8 years,Domestic Longhair Mix,Calico,,04/06/2018 02:33:00 PM,04/06/2018 02:33:00 PM,03/30/2010,Cat,Intact Female,8 years,Domestic Longhair Mix,Calico,0.0
A629185,Mimi,07/07/2019 09:41:00 PM,07/07/2019 09:41:00 PM,6605 Johnny Morris Cv in Austin (TX),Public Assist,Normal,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Tan/White,Mimi,07/15/2019 01:09:00 PM,07/15/2019 01:09:00 PM,12/06/2010,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Tan/White,0.0
A678743,,05/12/2014 01:52:00 PM,05/12/2014 01:52:00 PM,Staggerbrush Rd And Monterey Oaks in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,,05/12/2014 04:29:00 PM,05/12/2014 04:29:00 PM,04/18/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A684649,Apollo,11/23/2014 07:13:00 PM,11/23/2014 07:13:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White,Apollo,11/25/2014 05:54:00 PM,11/25/2014 05:54:00 PM,05/26/2014,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A676193,,04/06/2014 10:29:00 AM,04/06/2014 10:29:00 AM,Spicewood And Mcneil in Austin (TX),Stray,Injured,Cat,Unknown,6 days,Domestic Shorthair Mix,Gray,,04/06/2014 11:55:00 AM,04/06/2014 11:55:00 AM,03/31/2014,Cat,Unknown,6 days,Domestic Shorthair Mix,Gray,0.0
A781055,*Vizzini,09/24/2018 08:34:00 AM,09/24/2018 08:34:00 AM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Vizzini,12/13/2018 12:27:00 PM,12/13/2018 12:27:00 PM,08/09/2018,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0.0
A799262,*Ruby Rose,07/06/2019 02:37:00 PM,07/06/2019 02:37:00 PM,Thaxton Road in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair,Brown/White,*Ruby Rose,07/23/2019 01:18:00 PM,07/23/2019 01:18:00 PM,07/06/2014,Dog,Spayed Female,5 years,Chihuahua Shorthair,Brown/White,0.0
A693058,Godzilla,12/01/2014 11:57:00 AM,12/01/2014 11:57:00 AM,1602 Chesnut Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan,Godzilla,12/05/2014 05:41:00 PM,12/05/2014 05:41:00 PM,12/01/2013,Dog,Neutered Male,1 year,Cairn Terrier Mix,Tan,0.0
A699374,Damian,03/26/2015 02:41:00 PM,03/26/2015 02:41:00 PM,Spring Meadow in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Rottweiler,Black/Tan,Damian,04/05/2016 11:47:00 AM,04/05/2016 11:47:00 AM,03/26/2013,Dog,Intact Male,3 years,Rottweiler,Black/Tan,0.0
A750475,*Tiny,05/27/2017 03:03:00 PM,05/27/2017 03:03:00 PM,6208 Tiner Trail in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,*Tiny,07/01/2017 08:31:00 PM,07/01/2017 08:31:00 PM,05/04/2017,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby,0.0
A808778,,11/13/2019 03:57:00 PM,11/13/2019 03:57:00 PM,10504 Ruidosa Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby,,11/17/2019 04:31:00 PM,11/17/2019 04:31:00 PM,05/13/2018,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby,0.0
A755321,Amaya,08/01/2017 02:23:00 PM,08/01/2017 02:23:00 PM,2232 Sunny Hills Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd,Brown/Black,Amaya,08/06/2017 06:24:00 PM,08/06/2017 06:24:00 PM,08/01/2016,Dog,Spayed Female,1 year,German Shepherd,Brown/Black,0.0
A707423,*Redford,07/12/2015 05:03:00 PM,07/12/2015 05:03:00 PM,3721 Ranch Rd 620 N in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,*Redford,09/12/2015 04:48:00 PM,09/12/2015 04:48:00 PM,06/09/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,0.0
A722354,*Tarstan,03/15/2016 11:50:00 AM,03/15/2016 11:50:00 AM,1504 Estrellas Dr in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 year,Chinese Sharpei Mix,Tan,*Tarstan,03/26/2016 12:45:00 PM,03/26/2016 12:45:00 PM,03/15/2015,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Tan,0.0
A801650,,08/07/2019 11:40:00 AM,08/07/2019 11:40:00 AM,2104 San Gabriel Street in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Black,,08/24/2019 01:26:00 PM,08/24/2019 01:26:00 PM,04/07/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Black,0.0
A808853,,11/14/2019 06:00:00 PM,11/14/2019 06:00:00 PM,Outside Jurisdiction,Stray,Nursing,Dog,Intact Female,4 weeks,Miniature Poodle Mix,Apricot,,11/18/2019 07:37:00 PM,11/18/2019 07:37:00 PM,10/14/2019,Dog,Intact Female,5 weeks,Miniature Poodle Mix,Apricot,0.0
A770236,Guapa,10/10/2018 05:32:00 PM,10/10/2018 05:32:00 PM,Pfluger Berkman Road And Manda Carlson Road in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Rat Terrier,White/Brown,Guapa,10/17/2018 06:02:00 PM,10/17/2018 06:02:00 PM,02/10/2018,Dog,Spayed Female,8 months,Rat Terrier,White/Brown,0.0
A689137,Peppermint,09/29/2014 06:01:00 PM,09/29/2014 06:01:00 PM,2011 Greenbrook Pkwy in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,Peppermint,10/10/2014 04:19:00 PM,10/10/2014 04:19:00 PM,07/29/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A749941,,05/21/2017 03:22:00 PM,05/21/2017 03:22:00 PM,2305 Billy Fiske Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Brown Tabby,,05/26/2017 06:57:00 PM,05/26/2017 06:57:00 PM,05/21/2014,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Brown Tabby,0.0
