Animal ID,Name_Intake,DateTime_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,DateTime_Outcome,Date of Birth,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake
A758887,Waffle,2017-09-23 14:14:00,7606 Cognac Cove in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2017-09-29 15:28:00,2017-08-04 00:00:00,Intact Male,positive,56,50
A681575,Sandy,2014-07-12 15:19:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Labrador Retriever/Blue Lacy,Tricolor,2014-07-13 14:26:00,2014-05-13 00:00:00,Spayed Female,positive,61,60
A672808,Barack,2014-02-17 13:59:00,S 1St And Wm Cannon in Austin (TX),Stray,Normal,Dog,Intact Male,Border Collie Mix,Black/White,2014-02-21 17:26:00,2013-12-17 00:00:00,Neutered Male,positive,66,62
A691613,*Kasey,2014-11-07 13:19:00,1301 Mopac in Austin (TX),Stray,Sick,Cat,Intact Female,Domestic Shorthair Mix,Gray Tabby/White,2014-11-21 16:04:00,2014-09-07 00:00:00,Intact Female,negative,75,61
A768859,*Tommy,2018-03-26 13:03:00,400 Grove Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,Great Pyrenees Mix,Brown/Tricolor,2018-04-11 16:21:00,2018-01-14 00:00:00,Intact Male,positive,87,71
A809303,,2019-11-22 13:56:00,Travis (TX),Public Assist,Normal,Bird,Unknown,Canary,Yellow,2019-11-25 18:02:00,2019-05-22 00:00:00,Unknown,positive,187,184
A578153,Bella,2018-11-13 20:34:00,Remington And Thunderhead in Travis (TX),Stray,Normal,Dog,Spayed Female,Queensland Heeler/Labrador Retriever,Black/Tan,2018-11-16 15:54:00,2010-05-05 00:00:00,Spayed Female,positive,3117,3114
A723113,Si,2016-03-26 18:38:00,10301 Fm 2222 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,Rat Terrier Mix,Black/Brown,2016-03-27 18:42:00,2014-03-26 00:00:00,Neutered Male,positive,732,731
A767032,*Ducky,2018-02-21 15:28:00,Rundburg And Ih35 in Austin (TX),Stray,Normal,Dog,Intact Male,Dalmatian Mix,White/Black,2018-03-13 11:52:00,2017-04-21 00:00:00,Neutered Male,positive,326,306
A707413,Scout,2015-07-12 14:53:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pharaoh Hound Mix,Brown,2015-07-24 13:06:00,2014-07-01 00:00:00,Spayed Female,positive,388,376
A691111,Ruby,2014-10-30 11:10:00,Lakeway (TX),Owner Surrender,Normal,Dog,Intact Female,Miniature Schnauzer Mix,Gray,2014-11-02 11:40:00,2012-10-30 00:00:00,Spayed Female,positive,733,730
A685277,*Cashew,2014-08-05 11:05:00,6303 Huntleigh Way in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby/White,2014-08-12 15:32:00,2014-07-07 00:00:00,Intact Female,positive,36,29
A617061,Pumpkin,2014-08-30 12:31:00,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby,2014-09-04 09:57:00,2011-08-02 00:00:00,Neutered Male,negative,1129,1124
A728817,,2016-06-08 20:04:00,8313 Cobblestone in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Red,2016-06-09 09:14:00,2016-05-08 00:00:00,Unknown,negative,32,31
A682520,,2014-06-28 21:24:00,7506 Compass Dr in Travis (TX),Stray,Sick,Cat,Intact Male,Domestic Shorthair Mix,Black,2014-06-29 14:25:00,2014-05-28 00:00:00,Intact Male,positive,32,31
A769116,,2018-03-30 14:44:00,Pond Springs Road And Highway 183 in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Calico,2018-04-06 14:33:00,2010-03-30 00:00:00,Intact Female,positive,2929,2922
A629185,Mimi,2019-07-07 21:41:00,6605 Johnny Morris Cv in Austin (TX),Public Assist,Normal,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,2019-07-15 13:09:00,2010-12-06 00:00:00,Spayed Female,positive,3143,3135
A678743,,2014-05-12 13:52:00,Staggerbrush Rd And Monterey Oaks in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,2014-05-12 16:29:00,2014-04-18 00:00:00,Intact Female,positive,24,24
A684649,Apollo,2014-11-23 19:13:00,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,2014-11-25 17:54:00,2014-05-26 00:00:00,Neutered Male,positive,183,181
A676193,,2014-04-06 10:29:00,Spicewood And Mcneil in Austin (TX),Stray,Injured,Cat,Unknown,Domestic Shorthair Mix,Gray,2014-04-06 11:55:00,2014-03-31 00:00:00,Unknown,positive,6,6
A781055,*Vizzini,2018-09-24 08:34:00,Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2018-12-13 12:27:00,2018-08-09 00:00:00,Neutered Male,positive,126,46
A799262,*Ruby Rose,2019-07-06 14:37:00,Thaxton Road in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair,Brown/White,2019-07-23 13:18:00,2014-07-06 00:00:00,Spayed Female,positive,1843,1826
A693058,Godzilla,2014-12-01 11:57:00,1602 Chesnut Ave in Austin (TX),Stray,Normal,Dog,Intact Male,Cairn Terrier Mix,Tan,2014-12-05 17:41:00,2013-12-01 00:00:00,Neutered Male,positive,369,365
A699374,Damian,2015-03-26 14:41:00,Spring Meadow in Austin (TX),Stray,Normal,Dog,Intact Male,Rottweiler,Black/Tan,2016-04-05 11:47:00,2013-03-26 00:00:00,Intact Male,positive,1106,730
A750475,*Tiny,2017-05-27 15:03:00,6208 Tiner Trail in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2017-07-01 20:31:00,2017-05-04 00:00:00,Neutered Male,positive,58,23
A808778,,2019-11-13 15:57:00,10504 Ruidosa Street in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Brown Tabby,2019-11-17 16:31:00,2018-05-13 00:00:00,Unknown,positive,553,549
A755321,Amaya,2017-08-01 14:23:00,2232 Sunny Hills Dr in Austin (TX),Stray,Normal,Dog,Intact Female,German Shepherd,Brown/Black,2017-08-06 18:24:00,2016-08-01 00:00:00,Spayed Female,positive,370,365
A707423,*Redford,2015-07-12 17:03:00,3721 Ranch Rd 620 N in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2015-09-12 16:48:00,2015-06-09 00:00:00,Neutered Male,positive,95,33
A722354,*Tarstan,2016-03-15 11:50:00,1504 Estrellas Dr in Del Valle (TX),Stray,Normal,Dog,Intact Male,Chinese Sharpei Mix,Tan,2016-03-26 12:45:00,2015-03-15 00:00:00,Neutered Male,positive,377,366
A801650,,2019-08-07 11:40:00,2104 San Gabriel Street in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Black,2019-08-24 13:26:00,2019-04-07 00:00:00,Spayed Female,positive,139,122
A808853,,2019-11-14 18:00:00,Outside Jurisdiction,Stray,Nursing,Dog,Intact Female,Miniature Poodle Mix,Apricot,2019-11-18 19:37:00,2019-10-14 00:00:00,Intact Female,positive,35,31
A770236,Guapa,2018-10-10 17:32:00,Pfluger Berkman Road And Manda Carlson Road in Austin (TX),Stray,Normal,Dog,Intact Female,Rat Terrier,White/Brown,2018-10-17 18:02:00,2018-02-10 00:00:00,Spayed Female,positive,249,242
A689137,Peppermint,2014-09-29 18:01:00,2011 Greenbrook Pkwy in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2014-10-10 16:19:00,2014-07-29 00:00:00,Neutered Male,positive,73,62
A749941,,2017-05-21 15:22:00,2305 Billy Fiske Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby,2017-05-26 18:57:00,2014-05-21 00:00:00,Spayed Female,positive,1101,1096
A770023,Harlow,2018-04-14 12:27:00,Metric Boulevard And West Braker Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,Siberian Husky Mix,Black/White,2018-04-17 15:02:00,2017-04-14 00:00:00,Spayed Female,positive,368,365
A737371,*Nod,2016-10-26 14:30:00,Bluff Springs Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,2016-12-03 12:31:00,2016-08-24 00:00:00,Neutered Male,positive,101,63
A695905,Mew,2015-01-25 12:21:00,Del Valle (TX),Owner Surrender,Normal,Dog,Intact Female,Border Collie Mix,Tricolor,2015-01-26 17:48:00,2014-11-25 00:00:00,Spayed Female,positive,62,61
A717087,Millie,2015-12-11 13:27:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Miniature Poodle Mix,White/Black,2015-12-13 15:28:00,2014-12-01 00:00:00,Spayed Female,positive,377,375
A769456,,2018-04-05 08:57:00,1416 Ransom St in Travis (TX),Wildlife,Sick,Other,Unknown,Fox Mix,Black,2018-04-05 09:40:00,2017-04-05 00:00:00,Unknown,negative,365,365
A793038,Gibby,2019-04-18 15:06:00,Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,Domestic Medium Hair Mix,Calico,2019-04-19 08:38:00,2018-04-18 00:00:00,Spayed Female,negative,366,365
A693222,,2014-12-04 11:45:00,1809 W 36Th St in Austin (TX),Wildlife,Injured,Other,Unknown,Opossum Mix,Gray/White,2014-12-04 11:54:00,2013-12-04 00:00:00,Unknown,negative,365,365
A730348,,2016-07-02 14:32:00,4700 Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever/Pit Bull,Brown/White,2016-07-06 18:42:00,2016-04-02 00:00:00,Spayed Female,positive,95,91
A681347,Khaleesi,2014-08-08 12:14:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,2014-08-10 14:11:00,2014-03-24 00:00:00,Spayed Female,positive,139,137
A721364,Harley,2016-02-25 14:23:00,Riverside And South Congress Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,Boxer Mix,Black/White,2016-02-25 15:22:00,2015-02-25 00:00:00,Neutered Male,positive,365,365
A684049,Susie,2014-07-19 16:45:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,White/Brown,2014-07-28 17:48:00,2013-07-19 00:00:00,Spayed Female,positive,374,365
A705271,,2015-06-15 12:39:00,13015 Silver Creek Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black/White,2015-06-17 12:45:00,2015-05-15 00:00:00,Intact Male,positive,33,31
A712556,Josephine,2015-10-24 11:05:00,901 Fall Creek in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby/White,2015-10-29 11:58:00,2015-01-25 00:00:00,Spayed Female,positive,277,272
A716067,Wally,2015-11-13 16:30:00,Austin (TX),Owner Surrender,Aged,Dog,Intact Male,Dachshund Mix,Red,2015-12-23 09:29:00,2002-11-13 00:00:00,Neutered Male,positive,4788,4748
A748156,*Speck,2017-04-30 10:18:00,20400 Quiet Oaks Ln in Travis (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Brown/White,2017-05-17 15:32:00,2016-04-30 00:00:00,Neutered Male,positive,382,365
A760227,Harvey,2017-10-14 18:50:00,Kinney Avenue And Margaret St in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Tan/White,2017-10-15 13:12:00,2017-07-31 00:00:00,Neutered Male,positive,76,75
A679765,Frio,2014-05-25 16:42:00,Austin (TX),Stray,Normal,Dog,Intact Male,Beagle Mix,Tricolor,2014-05-29 17:36:00,2011-05-25 00:00:00,Neutered Male,positive,1100,1096
A726596,,2016-05-12 15:30:00,8802 Clearbrook Trl in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,2016-07-09 18:01:00,2016-04-19 00:00:00,Spayed Female,positive,81,23
A678778,Cowboy,2014-05-12 18:41:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Labrador Retriever Mix,Cream,2014-05-14 17:11:00,2002-05-12 00:00:00,Neutered Male,negative,4385,4383
A694571,Max,2014-12-30 16:06:00,E 5Th St & Chicon St in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/White,2015-01-05 13:01:00,2013-12-30 00:00:00,Neutered Male,positive,371,365
A748361,Kittimau,2017-05-02 11:34:00,600 Barwood Park in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,2017-05-05 10:54:00,2012-05-02 00:00:00,Spayed Female,positive,1829,1826
A666034,Tart,2013-10-26 11:09:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,2013-10-31 15:57:00,2013-08-04 00:00:00,Spayed Female,positive,88,83
A693062,Simon,2014-12-01 12:28:00,5129 Cameron Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Tan/White,2014-12-01 16:25:00,2007-12-01 00:00:00,Neutered Male,positive,2557,2557
A726629,*Merrell,2016-05-12 16:45:00,2And And Attayca in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,White/Black,2016-05-28 15:54:00,2016-04-10 00:00:00,Intact Male,positive,48,32
A752370,*Hadley,2017-06-21 14:50:00,Rosewood And Chicon in Austin (TX),Stray,Normal,Dog,Intact Female,Staffordshire Mix,Blue/White,2017-07-10 17:40:00,2016-06-21 00:00:00,Spayed Female,positive,384,365
A685593,,2014-08-09 15:16:00,1005 Fairmount Ave in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Calico,2014-08-09 16:00:00,2013-08-09 00:00:00,Intact Female,positive,365,365
A748122,,2017-04-29 13:47:00,5407 Tallow Tree Drive in Austin (TX),Stray,Other,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2017-05-07 16:03:00,2017-04-07 00:00:00,Intact Female,positive,30,22
A803127,Karl,2019-09-23 11:06:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Wire Hair Fox Terrier,Black/White,2019-09-25 17:30:00,2019-04-27 00:00:00,Neutered Male,positive,151,149
A684415,Kitten,2014-07-23 12:24:00,Chevy Chase in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Blue,2014-08-20 17:07:00,2014-06-23 00:00:00,Spayed Female,positive,58,30
A727345,*Hazel,2016-05-21 12:19:00,S Congress Ave & W Riverside Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,Alaskan Husky Mix,Tricolor,2016-10-25 11:19:00,2014-05-21 00:00:00,Spayed Female,positive,888,731
A732802,*Radar,2016-08-13 13:20:00,1229 Dexford Drive in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2016-09-10 16:39:00,2016-06-25 00:00:00,Neutered Male,positive,77,49
A664474,Charley,2013-10-04 09:53:00,51St And Cameron in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2014-01-09 08:06:00,2013-08-28 00:00:00,Neutered Male,positive,134,37
A723547,*Theophilus,2016-04-03 00:47:00,6108 Calmar Cove Unit B in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Blue,2016-07-09 17:19:00,2016-04-03 00:00:00,Neutered Male,positive,97,0
A790971,Sucio,2019-03-19 14:49:00,8807 Redfield Lane in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2019-08-15 12:00:00,2018-03-19 00:00:00,Neutered Male,positive,514,365
A701449,,2015-04-29 16:42:00,2008 Sandberg in Austin (TX),Wildlife,Sick,Other,Unknown,Raccoon Mix,Black/White,2015-04-30 08:10:00,2013-04-29 00:00:00,Unknown,negative,731,730
A730125,,2016-06-29 07:38:00,12405 Alameda in Austin (TX),Stray,Sick,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2016-06-29 11:02:00,2016-05-20 00:00:00,Intact Male,negative,40,40
A680870,Ian,2014-06-09 12:35:00,7006 Appaloosa Ct in Travis (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,2014-08-16 14:21:00,2014-05-18 00:00:00,Neutered Male,positive,90,22
A671184,,2014-01-20 15:12:00,10005 Hampshire Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Black,2014-01-21 15:12:00,2012-07-20 00:00:00,Intact Male,positive,550,549
A681368,Cali,2014-06-15 15:51:00,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Calico,2014-06-20 14:44:00,2002-06-15 00:00:00,Intact Female,positive,4388,4383
A782559,,2018-10-17 14:00:00,Houston Street And Burnet Road in Austin (TX),Stray,Normal,Dog,Intact Female,Dachshund Mix,Brown/White,2018-10-23 19:06:00,2015-10-17 00:00:00,Spayed Female,positive,1102,1096
A805752,Daisy,2019-10-01 15:00:00,Loyola Lane And Johnny Morris Road in Austin (TX),Stray,Normal,Dog,Spayed Female,Chihuahua Shorthair,Tan/White,2019-10-01 15:42:00,2018-10-01 00:00:00,Spayed Female,positive,365,365
A664692,Max,2013-10-07 16:28:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Russian Blue Mix,Blue,2013-10-27 14:45:00,2007-10-07 00:00:00,Neutered Male,positive,2212,2192
A680778,Oates,2014-06-07 16:09:00,Rundberg And Lamar in Austin (TX),Stray,Injured,Dog,Intact Male,Great Pyrenees/Labrador Retriever,White,2014-07-07 17:24:00,2012-06-07 00:00:00,Neutered Male,positive,760,730
A720696,,2016-02-13 21:41:00,8940 Research Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2016-02-15 09:35:00,2015-02-13 00:00:00,Unknown,negative,367,365
A673852,*Chloe,2014-03-03 17:14:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Dachshund/Chihuahua Shorthair,Brown/White,2014-04-18 12:41:00,2011-03-03 00:00:00,Spayed Female,positive,1142,1096
A793006,,2019-04-18 10:52:00,Veterans Drive And Lake Austin Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,Anatol Shepherd/German Shepherd,Black/Tricolor,2019-04-18 13:43:00,2019-03-30 00:00:00,Intact Male,positive,19,19
A683809,Batman,2014-07-15 15:38:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Manx Mix,Black,2014-07-30 16:20:00,2012-07-15 00:00:00,Intact Male,positive,745,730
A805727,*Shelby,2019-10-01 12:45:00,11622 Doyle Overton Road in Austin (TX),Stray,Normal,Dog,Intact Female,Australian Cattle Dog,Red Tick/Tricolor,2019-10-07 18:48:00,2019-05-01 00:00:00,Spayed Female,positive,159,153
A779852,,2018-09-05 14:47:00,6301 Harold Court in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,2018-09-06 17:03:00,2018-07-18 00:00:00,Intact Female,negative,50,49
A775445,Ginger,2018-06-30 07:41:00,7610 Cameron Rd in Austin (TX),Public Assist,Injured,Cat,Intact Female,Domestic Shorthair Mix,Cream Tabby/White,2018-08-11 18:38:00,2018-02-17 00:00:00,Spayed Female,positive,175,133
A666307,Lilly,2013-10-30 11:11:00,7418 Cameron Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Yorkshire Terrier Mix,Black/Tan,2013-10-30 17:16:00,2013-09-15 00:00:00,Intact Female,positive,45,45
A664719,Andie,2013-10-08 11:34:00,14000 Harris Ridge Blvd in Pflugerville (TX),Stray,Normal,Dog,Intact Female,Jack Russell Terrier/Brittany,Red/White,2013-10-20 18:02:00,2012-10-08 00:00:00,Spayed Female,positive,377,365
A710031,*Piper,2015-08-16 11:40:00,Redwater Dr And Manchaca Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever/Pit Bull,Black/White,2015-08-25 15:15:00,2015-06-08 00:00:00,Spayed Female,positive,78,69
A676761,,2014-04-14 18:35:00,1088 Park Plaza in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Tan/White,2014-04-20 11:15:00,2013-12-14 00:00:00,Intact Female,positive,127,121
A691696,*Morgan,2014-11-08 11:45:00,9715 N Fm 620 in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,2014-11-15 18:23:00,2014-04-23 00:00:00,Neutered Male,positive,206,199
A726358,,2016-05-10 11:07:00,11806 Oak Trl in Austin (TX),Stray,Normal,Dog,Intact Female,Siberian Husky Mix,Red/White,2016-05-14 17:32:00,2015-05-10 00:00:00,Spayed Female,positive,370,366
A780678,,2018-09-18 18:34:00,Regency Drive And Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,Jack Russell Terrier/Chihuahua Shorthair,Tricolor/White,2018-09-24 13:12:00,2017-09-18 00:00:00,Spayed Female,positive,371,365
A716131,Spike,2015-11-15 11:25:00,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,Chihuahua Shorthair Mix,Yellow,2015-11-17 00:00:00,2014-01-15 00:00:00,Neutered Male,positive,671,669
A735460,*Majic,2016-09-24 08:59:00,1004 Ellingson in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,2016-09-28 13:39:00,2013-09-24 00:00:00,Neutered Male,positive,1100,1096
A738210,Negro,2016-11-14 17:06:00,Austin (TX),Public Assist,Normal,Cat,Neutered Male,Domestic Longhair,Black,2016-11-19 17:31:00,2014-05-14 00:00:00,Neutered Male,positive,920,915
A674130,Roy Jones,2014-03-20 14:07:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Finnish Spitz Mix,Red,2014-07-13 13:27:00,2012-03-07 00:00:00,Neutered Male,positive,858,743
A746387,Chavito,2017-04-05 15:00:00,6919 Villita Avenida in Austin (TX),Public Assist,Normal,Dog,Neutered Male,Miniature Poodle Mix,White,2017-04-12 11:09:00,2010-04-05 00:00:00,Neutered Male,positive,2564,2557
A704987,*Davey,2015-06-11 15:21:00,21306 Dodge Trl in Lago Vista (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2015-06-22 16:09:00,2015-03-27 00:00:00,Neutered Male,positive,87,76
A690218,,2014-10-16 14:09:00,1401 Rundberg Ln in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Brown,2014-10-24 11:37:00,2012-10-16 00:00:00,Intact Female,positive,738,730
A698073,Bella,2016-05-14 16:04:00,Austin (TX),Public Assist,Normal,Dog,Spayed Female,Labrador Retriever/Blue Lacy,Blue/White,2016-05-23 13:30:00,2014-12-21 00:00:00,Spayed Female,positive,519,510
A784313,Schultz,2018-11-14 09:00:00,2206 Blue Meadow Dr in Austin (TX),Stray,Normal,Dog,Intact Male,German Shepherd Mix,Tan,2018-12-03 16:55:00,2016-11-14 00:00:00,Neutered Male,positive,749,730
A705116,,2015-06-13 12:24:00,16901 Hayride Circle in Travis (TX),Stray,Nursing,Dog,Intact Male,German Shepherd Mix,Chocolate,2015-06-13 15:20:00,2015-06-11 00:00:00,Intact Male,positive,2,2
A758981,Mimzee,2017-09-25 17:38:00,13355 N Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,Shih Tzu Mix,White/Tan,2017-09-26 18:01:00,2016-12-26 00:00:00,Intact Male,positive,274,273
A790058,Caramel,2019-05-04 13:13:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pit Bull Mix,Tan/White,2019-05-25 18:36:00,2017-03-04 00:00:00,Spayed Female,positive,812,791
A795117,Princezz,2019-05-16 11:59:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Boxer/Pit Bull,Black/White,2019-05-19 12:15:00,2019-02-16 00:00:00,Spayed Female,positive,92,89
A616934,Rambo,2018-07-20 12:37:00,Macmora Drive And Click in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,2018-08-07 19:44:00,2010-01-01 00:00:00,Intact Male,positive,3140,3122
A795023,,2019-05-15 11:14:00,2014 Wheless Lane in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,2019-05-19 11:14:00,2018-05-15 00:00:00,Intact Male,positive,369,365
A742950,*Martin,2017-02-22 09:41:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,2017-06-12 13:18:00,2016-01-31 00:00:00,Neutered Male,positive,498,388
A750937,*Perpetua,2017-06-02 12:45:00,193  Berkely in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,2017-06-09 00:00:00,2017-05-11 00:00:00,Intact Female,positive,29,22
