Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake,percent,Duration of Stay (in days),monthIntake,monthOutcome
A749118,17004 Hayride Cv in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,Border Collie Mix,Black/White,Neutered Male,positive,748,731,0.6369426751592357,17,5,5
A745847,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,English Bulldog Mix,Brown Brindle/White,Neutered Male,positive,1827,1826,0.6369426751592357,1,3,3
A710792,1773 Wells Branch Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Calico,Intact Female,positive,366,365,0.1371742112482853,1,8,8
A778911,Cedar Park (TX),Owner Surrender,Normal,Dog,Intact Male,Cairn Terrier Mix,White/Brown,Intact Male,positive,1097,1096,0.6369426751592357,1,8,8
A698382,Melissa Oaks in Austin (TX),Stray,Normal,Other,Unknown,Hamster Mix,Gray,Unknown,positive,368,365,0.1371742112482853,3,3,3
A772899,301 W Ben White in Austin (TX),Public Assist,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Gray/White,Neutered Male,positive,1837,1826,1.7857142857142856,11,5,6
A713233,Crownover And Hartsmith in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black/Blue Tick,Neutered Male,positive,198,194,0.1371742112482853,4,10,10
A694039,6001 Airport Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,365,365,2.272727272727273,0,12,12
A808307,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair,Torbie/White,Intact Female,positive,120,116,0.6369426751592357,4,11,11
A734259,Springdale Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,Rat Terrier Mix,Black/White,Neutered Male,positive,371,366,0.1371742112482853,5,9,9
A672422,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Intact Male,Siberian Husky/Pit Bull,Tan/White,Neutered Male,positive,366,365,0.1371742112482853,1,2,2
A802392,601 Long Bow Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever,White/Tan,Neutered Male,positive,2191,2191,0.1371742112482853,0,8,8
A730148,3600 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,White/Tan,Neutered Male,positive,1353,1096,0.1371742112482853,257,6,3
A687530,E 2Nd St & Thaxton Rd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Blue/White,Intact Male,positive,22,22,0.1371742112482853,0,9,9
A720939,200 Pedernales St in Austin (TX),Stray,Normal,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,Spayed Female,positive,751,744,0.1371742112482853,7,3,3
A805172,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,Chihuahua Shorthair,Brown/Tan,Spayed Female,positive,1837,1826,0.6369426751592357,11,9,10
A509226,3008 Yellow Pine in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,2941,2941,0.1371742112482853,0,6,6
A740161,10600 N Platt River Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Yorkshire Terrier Mix,Tan/Silver,Neutered Male,positive,733,731,0.1371742112482853,2,12,12
A761016,2002 Courtney in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,Spayed Female,positive,81,30,0.1371742112482853,51,10,12
A679723,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,positive,68,61,0.6369426751592357,7,5,6
A716842,Redd St/ Jinx in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd/Labrador Retriever,Red/Tan,Spayed Female,positive,1280,1279,0.1371742112482853,1,11,11
A678224,Samsung Blvd & Longday in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,25,24,0.1371742112482853,1,5,5
A798156,Onion Crossing Drive And Onion Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Brown,Intact Male,positive,217,212,0.1371742112482853,5,6,6
A802727,9702 South Chisholm Trail in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Blue Tabby,Intact Male,positive,129,122,0.1371742112482853,7,8,8
A737960,Grove Blvd & Hogan Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/Tan,Neutered Male,positive,370,366,0.1371742112482853,4,11,11
A753133,9414 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Black/White,Spayed Female,positive,189,181,0.1371742112482853,8,7,7
A678330,508 E Howard in Pflugerville (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Brown/White,Spayed Female,positive,367,365,0.1371742112482853,2,5,5
A766161,Austin (TX),Owner Surrender,Normal,Other,Unknown,Guinea Pig Mix,Black/Red,Unknown,positive,368,365,0.6369426751592357,3,2,2
A650104,Thaxton Rd/Flaxen Dr in Austin (TX),Stray,Injured,Dog,Intact Female,Australian Kelpie Mix,Black/Tan,Intact Female,negative,1301,1299,0.1371742112482853,2,10,10
A772214,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,382,365,0.6369426751592357,17,5,6
A792361,4320 Airport Blvd in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Dachshund Longhair Mix,Black/Brown,Neutered Male,positive,1832,1826,0.6369426751592357,6,4,4
A675546,10515 N Mopac Expy in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown/Black,Unknown,negative,28,28,2.272727272727273,0,3,3
A607874,18319 Werchan Lane in Travis (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Black,Spayed Female,positive,2901,2901,0.1371742112482853,0,7,7
A678873,2500 Montopolis in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,1097,1096,2.272727272727273,1,5,5
A747346,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,Labrador Retriever/Dalmatian,White/Black,Neutered Male,positive,63,59,0.1371742112482853,4,4,4
A801623,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair,Blue Tabby/White,Spayed Female,positive,4766,4748,0.6369426751592357,18,8,8
A794043,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pointer/Labrador Retriever,Black/White,Spayed Female,positive,130,128,0.6369426751592357,2,5,5
A786305,Guadalupe & W 24Th St in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,732,730,2.272727272727273,2,12,12
A731644,6901 Wier Loop Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Miniature Pinscher/Pug,Tricolor,Spayed Female,positive,374,366,0.1371742112482853,8,7,8
A684431,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Queensland Heeler,Red/White,Neutered Male,positive,578,575,0.6369426751592357,3,8,8
A734416,12034 Research Blvd in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,Chihuahua Shorthair Mix,White,Neutered Male,positive,312,275,0.6369426751592357,37,9,10
A702847,Flowsbre Ln in Round Rock (TX),Stray,Normal,Dog,Spayed Female,Miniature Pinscher Mix,Black/Tan,Spayed Female,positive,734,730,0.1371742112482853,4,5,5
A740545,3909 N I- 35 Service Rd in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,Spayed Female,positive,98,35,0.1371742112482853,63,12,2
A794322,614 Blackberry Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby/White,Spayed Female,positive,2929,2922,0.1371742112482853,7,5,5
A759952,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Labrador Retriever Mix,Black/White,Spayed Female,positive,1762,1735,0.6369426751592357,27,10,11
A763045,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,positive,135,134,0.6369426751592357,1,12,12
A720380,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Persian,Silver,Spayed Female,positive,5119,5113,0.6369426751592357,6,2,2
A753927,Manor Road And Northeast Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,Labrador Retriever Mix,Black,Spayed Female,positive,166,162,0.1371742112482853,4,7,7
A786309,6029 Blue Bluff Road in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Brown Tabby,Spayed Female,positive,394,365,0.1371742112482853,29,12,1
A709758,6204 Blue Stem Trl in Austin (TX),Stray,Normal,Dog,Intact Male,Miniature Schnauzer Mix,Black/White,Intact Male,positive,81,75,0.1371742112482853,6,8,8
A810740,7201 South Congress in Austin (TX),Stray,Normal,Dog,Intact Male,Doberman Pinsch,Black/Tan,Intact Male,positive,2923,2922,0.1371742112482853,1,12,12
A793928,11717 Mc Angus Rd in Travis (TX),Stray,Injured,Dog,Intact Male,Chihuahua Shorthair Mix,Brown/White,Neutered Male,positive,370,365,0.1371742112482853,5,5,5
A700932,1400 Coleto St in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Medium Hair Mix,Black,Unknown,positive,15,15,0.1371742112482853,0,4,4
A758245,4534 Westgate in Austin (TX),Stray,Sick,Cat,Intact Male,Domestic Shorthair Mix,Black,Intact Male,negative,123,123,0.1371742112482853,0,9,9
A750599,Wheless Ln & Dorchester Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,negative,17,17,0.1371742112482853,0,5,5
A741751,6703 Pixie Cove in Travis (TX),Stray,Injured,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,Neutered Male,positive,735,731,0.1371742112482853,4,1,1
A759957,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Catahoula Mix,Tricolor/White,Spayed Female,positive,2201,2192,0.6369426751592357,9,10,10
A692407,6910 E William Cannon Dr in Austin (TX),Stray,Injured,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,70,61,0.1371742112482853,9,11,11
A741627,6300 Sierra Vista Dr in Travis (TX),Stray,Normal,Cat,Intact Male,Domestic Longhair,Blue/White,Neutered Male,positive,246,245,0.1371742112482853,1,1,1
A787524,4702 Leslie Avenue in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,1101,1096,0.1371742112482853,5,1,1
A690352,6200 Burleson Road in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black,Spayed Female,positive,246,242,0.1371742112482853,4,10,10
A555265,Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Longhair Mix,Torbie,Spayed Female,negative,2418,2412,0.1371742112482853,6,3,3
A676792,Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Longhair Mix,Brown/White,Neutered Male,positive,1100,1096,0.1371742112482853,4,4,4
A735725,Born In Shelter in Austin (TX),Public Assist,Nursing,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,Unknown,negative,4,0,1.7857142857142856,4,9,9
A696247,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,Pointer Mix,Chocolate/White,Spayed Female,positive,1024,954,0.6369426751592357,70,9,11
A745827,Burcott Mill Rd And Misty Shore in Travis (TX),Stray,Normal,Dog,Intact Female,Alaskan Husky Mix,Gray/White,Intact Female,positive,368,366,0.1371742112482853,2,3,3
A755780,5810 Berkman Drive in Austin (TX),Stray,Normal,Dog,Intact Male,American Staffordshire Terrier Mix,Brown Brindle/White,Intact Male,positive,732,731,0.1371742112482853,1,8,8
A740283,25212 Lakeview Dr in Travis (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,201,183,0.1371742112482853,18,12,1
A685161,4906 Birch Creek in Austin (TX),Stray,Nursing,Cat,Unknown,Domestic Shorthair Mix,Gray,Unknown,positive,14,7,0.1371742112482853,7,8,8
A801339,Garwood Street in Austin (TX),Stray,Normal,Dog,Intact Female,American Pit Bull Terrier,Tan/White,Spayed Female,positive,72,66,0.1371742112482853,6,8,8
A701255,Nuckols Crossing And View Point Dr in Austin (TX),Stray,Nursing,Dog,Neutered Male,Shih Tzu Mix,White,Neutered Male,positive,3298,3287,0.1371742112482853,11,4,5
A772743,7201 Levander Loop in Austin (TX),Wildlife,Sick,Other,Unknown,Rat,Brown,Unknown,negative,365,365,2.272727272727273,0,5,5
A723837,2404 Bucks Run in Austin (TX),Stray,Normal,Dog,Spayed Female,Cairn Terrier Mix,White,Spayed Female,positive,543,539,0.1371742112482853,4,7,8
A677684,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Intact Male,Rat Terrier/Chihuahua Shorthair,Black/White,Neutered Male,positive,1137,1096,0.1371742112482853,41,4,6
A706245,1501 Fm 973 in Travis (TX),Stray,Nursing,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Intact Female,positive,15,15,0.1371742112482853,0,6,6
A712014,13812 Lazy Ridge Dr in Pflugerville (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,Intact Male,positive,15,15,0.1371742112482853,0,9,9
A623034,1156 W Cesar Chavez in Austin (TX),Public Assist,Normal,Dog,Spayed Female,Pit Bull Mix,White,Spayed Female,positive,2824,2813,1.7857142857142856,11,12,12
A610657,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,Chihuahua Shorthair Mix,Chocolate/Tan,Spayed Female,positive,3057,3049,0.6369426751592357,8,1,2
A797581,4434 Frontier Trl in Austin (TX),Wildlife,Injured,Bird,Unknown,Parakeet,Green,Unknown,negative,730,730,2.272727272727273,0,6,6
A799986,7305 Shadywood Dr in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,Rottweiler,Black/Brown,Neutered Male,positive,1105,1096,0.6369426751592357,9,7,7
A762518,12800 Chime Drive in Manor (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Cream,Spayed Female,positive,1103,1096,0.1371742112482853,7,11,11
A708820,Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,Spayed Female,positive,1830,1826,0.1371742112482853,4,8,8
A666588,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,85,31,0.6369426751592357,54,11,12
A714568,2705 Hoeke Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Dachshund Wirehair/Chihuahua Shorthair,Tricolor,Neutered Male,positive,734,730,0.1371742112482853,4,10,10
A750972,12427 Tech Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Tricolor,Neutered Male,positive,1481,1461,0.1371742112482853,20,6,6
A792293,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Black,Neutered Male,positive,69,68,0.6369426751592357,1,5,5
A610531,Guadalupe St & Franklin in Austin (TX),Stray,Normal,Dog,Spayed Female,Chow Chow Mix,Black,Spayed Female,positive,2917,2902,0.1371742112482853,15,9,9
A797384,7613 Rio Pass in Austin (TX),Public Assist,Normal,Other,Unknown,Bat,Brown,Unknown,negative,366,365,1.7857142857142856,1,6,6
A677240,Railroad And Applewood in Pflugerville (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever/American Bulldog,Red/White,Intact Male,positive,1973,1972,0.1371742112482853,1,7,7
A807275,4608 Westgate Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby,Neutered Male,positive,77,48,0.1371742112482853,29,10,11
A804085,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,Great Pyrenees Mix,Tricolor,Spayed Female,positive,520,513,0.6369426751592357,7,9,9
A706677,Lyons And Fiesta in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Torbie,Spayed Female,positive,96,42,0.1371742112482853,54,7,8
A742077,Salt Springs Dr And Thaxton Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,Shih Tzu/Cocker Spaniel,Red/White,Neutered Male,positive,2935,2915,0.1371742112482853,20,1,2
A768728,9329 Northgate Boulevard in Austin (TX),Stray,Normal,Dog,Neutered Male,Rottweiler Mix,Brown,Neutered Male,positive,365,365,0.1371742112482853,0,3,3
A677881,7201 Woodhollow Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Pomeranian/Jack Russell Terrier,Tan,Spayed Female,positive,1099,1096,0.6369426751592357,3,4,5
A699491,Springdale And Ferguson Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,Soft Coated Wheaten Terrier Mix,White,Neutered Male,positive,741,730,0.1371742112482853,11,3,4
A806595,12113 Metric Blvd in Austin (TX),Public Assist,Normal,Dog,Unknown,Border Collie Mix,White,Unknown,positive,1461,1461,1.7857142857142856,0,10,10
A696372,500 W 5Th in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,366,365,2.272727272727273,1,2,2
A765192,Distant View Drive And Blue Hill Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Beagle Mix,Black/Brown,Spayed Female,positive,736,731,0.1371742112482853,5,1,1
A792728,7405 Carissa Cove in Austin (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Flame Point,Intact Male,positive,59,31,0.1371742112482853,28,4,5
A774953,701 Capital Of Texas Highway in West Lake Hills (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,Spayed Female,positive,74,31,0.1371742112482853,43,6,8
A693087,1156 Hargrave St in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Tan,Neutered Male,positive,66,61,0.1371742112482853,5,12,12
A688313,5206 Village Trl in Austin (TX),Stray,Nursing,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,771,730,0.1371742112482853,41,9,10
A747792,11639 River Oaks in Austin (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Brown Brindle/White,Neutered Male,positive,765,730,1.7857142857142856,35,4,5
A770541,139 West Saint Elmo in Austin (TX),Stray,Sick,Cat,Intact Male,Domestic Shorthair Mix,Black/White,Intact Male,positive,31,31,0.1371742112482853,0,4,4
A747140,4415 Diane Dr in Austin (TX),Public Assist,Normal,Dog,Spayed Female,Pit Bull Mix,White/Tan,Spayed Female,positive,2932,2924,1.7857142857142856,8,4,4
A717860,11505 Melstone Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Sable/White,Neutered Male,positive,74,69,0.1371742112482853,5,12,12
A623403,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,5419,5400,0.6369426751592357,19,1,2
A773146,Glowing Star And Decker in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Chocolate,Intact Male,positive,366,365,0.1371742112482853,1,5,5
A735128,600 Barwood Park in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,White/Brown,Neutered Male,positive,550,542,0.1371742112482853,8,9,9
A682811,1807 Braker Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,Intact Female,positive,62,61,0.1371742112482853,1,7,7
A728210,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Beagle Mix,Tan/White,Intact Female,positive,275,274,0.6369426751592357,1,6,6
A807137,280 Dry Creek Drive in Travis (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Red/Black,Neutered Male,positive,57,4,0.1371742112482853,53,10,12
A716952,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,103,92,0.6369426751592357,11,11,12
A797614,13409 Snowfall in Austin (TX),Stray,Normal,Dog,Intact Male,Great Dane Mix,Tan/White,Intact Male,positive,129,120,0.1371742112482853,9,6,6
A806247,2613 South 1St Street in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black/White,Neutered Male,positive,146,107,0.1371742112482853,39,10,11
A712243,Otto Valley Trail And Velarde in Austin (TX),Stray,Normal,Dog,Neutered Male,Shih Tzu Mix,Black/White,Neutered Male,positive,2556,2554,0.1371742112482853,2,9,9
A696743,2508 East Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Yorkshire Terrier/Chihuahua Shorthair,White,Spayed Female,positive,734,730,0.1371742112482853,4,2,2
A732045,11209 Iron Oak Trl in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Intact Male,negative,32,24,0.1371742112482853,8,8,8
A709304,Silverstone Dr And Pointsetta Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Brown Tabby/White,Neutered Male,positive,82,71,0.1371742112482853,11,8,8
A745722,801 Guadalupe in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,731,731,2.272727272727273,0,3,3
A777868,Fm 969 And Fm 973 in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Fawn/White,Neutered Male,positive,1096,1096,0.1371742112482853,0,8,8
A723741,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black Tabby,Spayed Female,positive,96,1,0.1371742112482853,95,4,7
A779443,1900 Simond Ave in Austin (TX),Wildlife,Injured,Other,Unknown,Bat,Brown,Unknown,negative,731,730,2.272727272727273,1,9,9
A710192,1841 Wooten Park Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Calico,Intact Female,positive,366,365,0.1371742112482853,1,8,8
A755488,5752 Airport Blvd in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black/White,Unknown,positive,61,60,0.1371742112482853,1,8,8
A755330,9200 North Plaza in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,Spayed Female,positive,368,364,0.1371742112482853,4,8,8
A700798,25909 Hamilton Pool Road in Travis (TX),Stray,Normal,Cat,Neutered Male,Domestic Medium Hair Mix,Black,Neutered Male,positive,254,243,0.1371742112482853,11,4,4
A703674,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Blue,Spayed Female,positive,796,730,0.6369426751592357,66,5,8
A701736,Texas Sun Drive in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black,Unknown,positive,22,22,0.1371742112482853,0,5,5
A741811,Hwy 183 & Planeview in Austin (TX),Stray,Normal,Dog,Neutered Male,Beagle Mix,Brown/White,Neutered Male,positive,1466,1461,0.1371742112482853,5,1,1
A751882,9309 Carson Creek in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Australian Shepherd Mix,Tan/White,Neutered Male,positive,561,547,0.6369426751592357,14,7,7
A709014,00000 Briarcliff in Travis (TX),Stray,Sick,Dog,Intact Female,Treeing Cur Mix,Black,Intact Female,positive,96,92,0.1371742112482853,4,8,8
A749654,8620 Showers in Travis (TX),Stray,Injured,Dog,Intact Male,Rottweiler Mix,Black/Tan,Intact Male,negative,365,365,0.1371742112482853,0,5,5
A784136,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,896,883,0.6369426751592357,13,11,11
A791799,Live Oak And Meadowbrook in Austin (TX),Stray,Normal,Dog,Neutered Male,Dachshund Mix,Chocolate,Neutered Male,positive,370,365,0.1371742112482853,5,4,4
A734145,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Beagle/Pug,Brown/Black,Spayed Female,positive,341,336,0.6369426751592357,5,9,9
A796642,1325 Fm 973 in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd,Sable,Spayed Female,positive,742,730,0.1371742112482853,12,6,6
A666784,11503 March Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,White/Cream,Spayed Female,positive,81,38,0.1371742112482853,43,11,12
A721021,10515 N. Mopac Hwy in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,Spayed Female,positive,202,184,0.1371742112482853,18,2,3
A809201,Jamestown Drive And Thurmond Street in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull,White/Chocolate,Neutered Male,positive,366,365,0.1371742112482853,1,11,11
A689053,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Labrador Retriever/Plott Hound,White/Brown,Spayed Female,positive,560,549,0.6369426751592357,11,9,10
A807893,Killingsworth Lane And Wells Branch Parkway in Travis (TX),Stray,Nursing,Dog,Intact Female,German Shepherd/Labrador Retriever,Black/Tan,Spayed Female,positive,67,30,0.1371742112482853,37,10,12
A741175,1305 Citation in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair,Blue,Neutered Male,positive,158,153,0.1371742112482853,5,12,1
A753044,Ih 35 And Wells Branch in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,positive,70,39,0.1371742112482853,31,6,7
A696431,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Pit Bull Mix,White/Blue,Spayed Female,positive,1199,1196,0.6369426751592357,3,5,5
A731437,Decker Ln & Sh 130 in Austin (TX),Stray,Normal,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,Neutered Male,positive,735,731,0.1371742112482853,4,7,7
A310394,Austin (TX),Public Assist,Normal,Dog,Spayed Female,Chow Chow/Cardigan Welsh Corgi,Red/White,Spayed Female,positive,4354,4349,1.7857142857142856,5,11,11
A808791,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,Hovawart Mix,Black/Tan,Spayed Female,positive,766,730,0.6369426751592357,36,11,12
A751960,W Louis Henna Blvd & Farmers Cir in Travis (TX),Stray,Normal,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby/White,Spayed Female,positive,733,731,0.1371742112482853,2,6,6
A808362,6705 Crystalbrook Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Pug Mix,Fawn/Black,Spayed Female,positive,138,134,0.1371742112482853,4,11,11
A793074,Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,Pointer Mix,Black,Neutered Male,positive,286,274,0.1371742112482853,12,4,5
A774903,11904 Blake Manor Road in Travis (TX),Stray,Sick,Cat,Intact Female,Domestic Shorthair Mix,Black/White,Intact Female,positive,35,31,0.1371742112482853,4,6,6
A782312,7201 Levander in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Torbie,Spayed Female,positive,77,44,0.1371742112482853,33,10,11
A696955,Amur Dr & Lightfoot Trail in Austin (TX),Stray,Normal,Dog,Intact Female,Beagle Mix,White/Brown,Intact Female,positive,365,365,0.1371742112482853,0,2,2
A744965,7600 Pitter Pat Lane in Travis (TX),Stray,Normal,Dog,Intact Male,Chihuahua Longhair Mix,White/Black,Intact Male,positive,4388,4384,0.1371742112482853,4,3,3
A751848,9220 Spicebrush Dr in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,62,61,2.272727272727273,1,6,6
A762426,Montopolis Drive And Burleson Road in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,White/Black,Neutered Male,positive,251,245,0.1371742112482853,6,11,11
A725350,12440 La Guardia Ln in Del Valle (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Black/White,Spayed Female,positive,736,731,0.1371742112482853,5,4,5
A709512,3111 Parker Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,23,22,0.1371742112482853,1,8,8
